lang	clemma	op	synset	verdict	reason	n_occurrences
ind	berbasiskan	=	00636888-v	GOOD	berbasiskan matches use as basis	1
ind	berbeda	=	02064745-a	GOOD	berbeda directly means different	1
ind	berbintang	~	06828389-n	BAD	berbintang means starred, not asterisk symbol	1
ind	berciri	=	04616059-n	BAD	verb form tagged to noun trait synset	1
ind	berdampingan	=	02604618-v	GOOD	berdampingan matches coexist sense	1
ind	berduaan	=	02268133-a	GOOD	berduaan fits two-together sense	1
ind	bereputasi	=	14438125-n	GOOD	bereputasi genuinely means having reputation	1
ind	bergagang	=	02028367-a	GOOD	bergagang genuinely means handled	1
ind	bergaya	=	00948670-a	BAD	bergaya untagged; internal is a different word	1
ind	bergaya	=	04928903-n	GOOD	bergaya Eropa matches style sense	1
ind	bergaya	=	05844105-n	GOOD	bergaya matches style/kind sense	1
ind	bergoyang	=	01894649-v	GOOD	bergoyang fits dance/sway sense	1
ind	bergoyang	~	01849221-v	BAD	bergoyang unrelated to come/approach	1
ind	berhenti sejenak	=	01076046-n	GOOD	berhenti sejenak matches pause/stop sense	1
ind	berhenti sejenak	=	15246853-n	BAD	phrase is verbal, wrongly tagged to moment noun	1
ind	berhubungan dengan	=	00688377-v	BAD	berhubungan dengan means contact, not trust	1
ind	beri	=	02316868-v	GOOD	beri/diberi directly matches give	1
ind	beri	~	07869775-n	BAD	beri unrelated to kebab sense	1
ind	berikut	=	00127815-a	GOOD	berikut directly matches following	1
ind	berikut:armenia	=	08375154-n	BAD	tokenisation error, berikut:armenia not one word	1
ind	berita	=	07223450-n	BAD	berita alone means news, not rumor	1
ind	berkelas	=	00228294-a	GOOD	berkelas dunia matches world-class sense	4
ind	berkelas	=	00585406-n	BAD	berkelas unrelated to facility sense	1
ind	berkelas	=	14428160-n	BAD	berkelas dunia is world-class, not grade	1
ind	berkisah	=	00953216-v	GOOD	berkisah directly matches narrate/tell	1
ind	berkonsep	=	05835747-n	GOOD	berkonsep relates to concept sense	1
ind	berlaga	<	02367363-v	GOOD	berlaga fits compete/perform hyponym	1
ind	bermain	=	03963645-n	BAD	bermain alone; MWE taman bermain needed	1
ind	berolah	=	00523513-n	BAD	truncated word, missing raga	1
ind	berpotensi	=	14482620-n	GOOD	berpotensi relates to potential sense	1
ind	bersepatu	=	01937992-v	BAD	bare bersepatu too generic, missing roda	1
ind	bersuka	~	02491851-v	GOOD	bersuka ria matches party sense	1
ind	berturut-turut	=	01733477-v	BAD	berturut-turut means consecutively, not organize	1
ind	berulang	=	00176880-r	BAD	berulang is adjective, not adverb repeatedly	1
ind	berwarna	=	00402419-a	BAD	likely truncated, missing warni	1
ind	besar	=	01555732-a	BAD	besar alone means big, not most	1
ind	besar	=	03282295-n	BAD	besar is part of embassy MWE	1
ind	bhogi	=	01028748-v	BAD	proper noun, festival day name	1
ind	biaya	=	13325505-n	BAD	biaya too general for surcharge	1
ind	bidwell	=	01639714-v	BAD	proper noun, architect's name	1
ind	bike	=	03768346-n	BAD	proper noun, part of park name	1
ind	biru’	=	00260100-a	BAD	tokenisation artifact, biru alone means blue	1
ind	bisa	<	00306314-a	BAD	bisa already listed synonym, not hyponym	1
ind	bisa	<	02366365-a	BAD	bisa unrelated to liable sense	1
ind	bisnis	=	03349892-n	BAD	business class is not first class	2
ind	blueprint	=	01028748-v	BAD	proper noun, event name	1
ind	board	=	01099951-a	BAD	proper noun, Board acronym STB	1
ind	board	=	06532330-n	BAD	proper noun, Board acronym STB	1
ind	boon	=	01666131-v	BAD	proper noun, person's name	1
ind	borneo	=	08964288-n	BAD	Borneo island broader than North Borneo/Sabah	1
ind	botolan	~	02876657-n	GOOD	botolan matches bottled sense	1
ind	bourdain	=	10299250-n	BAD	proper noun, celebrity's name	1
ind	boutique	=	05850823-n	BAD	proper noun, salon name	1
ind	bride	=	09044862-n	BAD	proper noun, venue name fragment	1
ind	buat	=	01653873-v	GOOD	buat/dibuat directly matches make	2
ind	buatan	=	00673456-a	BAD	incomplete MWE, missing tangan	1
ind	buatan	=	00674270-a	BAD	incomplete MWE, missing sendiri	1
ind	budaya	=	02872776-a	BAD	incomplete MWE, missing multi/pelbagai	1
ind	buddha	=	02924102-a	GOOD	buddha functions as Buddhist attributively	1
ind	buddha	=	06240865-n	BAD	incomplete MWE, missing Mahayana	2
ind	bugis	=	04128837-n	BAD	proper noun/ethnonym, not sailing vessel	1
ind	bugis	=	10583387-n	BAD	ethnonym tagged to generic settler sense	1
ind	bugis	=	80000385-n	GOOD	custom NE synset exactly matches Bugis	2
ind	bukit	=	08587174-n	BAD	bukit alone means hill, not reserve	1
ind	bulan	<	07622708-n	BAD	incomplete MWE, missing kue	5
ind	bulan	=	01012503-a	BAD	wrong word, typo per comment	1
ind	bulan	=	01531742-v	BAD	wrong word, dicetak not bulan	1
ind	bulan	=	07883031-n	BAD	wrong word, isi/isian not bulan	1
ind	bulan baru	=	00616532-a	BAD	annotator flagged wrong tagging	1
ind	bumbu	=	07812184-n	GOOD	bumbu directly matches spice	2
ind	bumbu	=	09698108-n	BAD	wrong word, ala means Chinese-style	1
ind	bungee	=	02919890-n	GOOD	bungee directly matches bungee cord	2
ind	butik	=	02277607-a	BAD	butik is a noun, not specialized adjective	2
ind	cagar	=	08587174-n	GOOD	cagar genuinely means reserve	1
ind	cake	=	01195299-v	BAD	proper noun, dish name fragment	1
ind	cake	=	01768724-a	BAD	proper noun, dish name fragment	1
ind	canggih	=	00412171-a	GOOD	canggih directly matches advanced	1
ind	canning	=	01733477-v	BAD	proper noun, venue name fragment	1
ind	card	=	13376643-n	BAD	incomplete MWE, missing kartu tunai	1
ind	carl’s	=	07560193-n	BAD	proper noun, restaurant name	1
ind	carrefour	=	03555426-n	BAD	proper noun brand, not generic hypermarket	1
ind	carrot	=	01195299-v	BAD	proper noun, dish name fragment	1
ind	carrot	=	01768724-a	BAD	proper noun, dish name fragment	1
ind	cash	=	13376643-n	BAD	incomplete MWE, missing kartu tunai	1
ind	celana	=	04205318-n	BAD	celana too broad, missing pendek/renang	1
ind	centre	=	02427103-v	BAD	proper noun fragment, wrong word	1
ind	centre	=	08523483-n	BAD	proper noun fragment (shopping centre name)	1
ind	cerita	=	05985602-n	BAD	incomplete MWE, missing rakyat	1
ind	championship	=	00195024-r	BAD	proper noun, marathon name fragment	1
ind	championships	=	00228294-a	BAD	proper noun fragment, kelas dunia is match	1
ind	chan	=	10780632-n	BAD	proper noun, surname not wife	1
ind	changi	=	02964782-a	BAD	proper noun place name, unrelated	1
ind	char	=	13768850-n	BAD	proper noun/dish fragment, not plate	2
ind	charted	=	00228294-a	BAD	proper noun fragment, not foremost	1
ind	chef	=	01653873-v	BAD	proper noun/title fragment, wrong word	1
ind	chef’s	<	04379964-n	BAD	incomplete MWE, missing Table	1
ind	chemistry	=	06088995-n	BAD	incomplete MWE, missing organic	1
ind	chicken	=	07861813-n	BAD	incomplete MWE, missing rice	1
ind	china	=	02964782-a	GOOD	china functions as Chinese attributively	5
ind	china	=	09698108-n	GOOD	china matches Chinese ethnicity sense	3
ind	chinatown	=	00485044-a	BAD	proper noun place, not residential	1
ind	chinatown	=	02964782-a	BAD	proper noun place, not Chinese adjective	1
ind	chinatown	=	03640988-n	BAD	proper noun unrelated to lantern	1
ind	chinatown	=	04814238-n	BAD	proper noun unrelated to grandness	1
ind	chinois	=	00668366-a	BAD	proper noun fragment, wrong word	1
ind	chinoiserie	=	00668366-a	BAD	proper noun fragment, wrong word	1
ind	chinoiserie	=	01646682-v	BAD	wrong POS, Chinoiserie is noun not inspire	1
ind	chinoiserie	=	03019535-n	GOOD	chinoiserie exactly matches art style	1
ind	chocolate	=	07603722-n	BAD	incomplete/too narrow, missing dark	1
ind	chola	=	07066659-n	BAD	proper noun, dynasty name	1
ind	chomp chomp	=	04081281-n	BAD	proper noun venue, not generic restaurant	1
ind	chong	=	02964782-a	BAD	proper noun fragment, stall name	1
ind	choo	=	09989290-n	BAD	proper noun, surname fragment	1
ind	chop	=	07667974-n	BAD	incomplete MWE, missing lamb	2
ind	chop	=	07736971-n	BAD	unrelated, chop is not truffle	1
ind	chua	=	09992837-n	BAD	proper noun surname, not daughter	1
ind	cinemas	=	06613686-n	BAD	proper noun cinema chain, wrong sense too	1
ind	cintai	=	01775164-v	GOOD	cintai/dicintai directly matches love	1
ind	cipta	=	06473168-n	BAD	incomplete MWE, missing hak	10
ind	cipta	=	06722453-n	BAD	cipta unrelated to statement sense	2
ind	citarasa	=	05715283-n	GOOD	citarasa directly matches taste sensation	1
ind	city	=	05915811-n	BAD	proper noun fragment; feng shui is elsewhere	1
ind	city	=	08523483-n	BAD	proper noun fragment; tengah is elsewhere	1
ind	club	=	00182406-v	BAD	wrong word, club is part of club soda noun	1
ind	club	=	00674607-v	BAD	proper noun suite fragment, wrong word	1
ind	club	=	07936548-n	BAD	incomplete MWE, missing soda	1
ind	club	~	02876657-n	BAD	club unrelated to bottle sense	1
ind	club™	=	00674607-v	BAD	proper noun suite fragment, wrong word	1
ind	coaster	=	04102406-n	BAD	incomplete MWE, missing roller	1
ind	cobek	=	00331514-v	BAD	wrong POS, cobek is a tool not verb	1
ind	cobek	=	01103021-a	BAD	cobek unrelated to specific sense	1
ind	cobek	=	03786901-n	GOOD	cobek directly matches mortar	1
ind	cobek	=	03919289-n	BAD	cobek is mortar, not pestle	1
ind	cobek	=	14705287-n	BAD	cobek unrelated to paste sense	1
ind	commonwealth	=	09625401-n	BAD	proper noun fragment; warga negara is match	1
ind	confectionary	=	01843689-v	BAD	proper noun shop fragment, wrong word	1
ind	connick	=	07060976-n	BAD	proper noun musician, not jazz itself	1
ind	connick	=	09762509-n	BAD	proper noun musician, not generic skilled person	1
ind	country	=	01158872-v	BAD	proper noun fragment; digunakan is match	1
ind	country	=	05718556-n	BAD	too generic/wrong, country genre not just music	1
ind	country	=	08644722-n	BAD	proper noun/genre unrelated to rural area	1
ind	creamy	=	02416285-a	GOOD	creamy directly matches creamy sense	1
ind	cup	=	00228294-a	BAD	proper noun event fragment, not foremost	1
ind	dagang	=	06851742-n	BAD	incomplete MWE, missing merek	4
ind	daging cincang	~	07650903-n	GOOD	daging cincang directly matches mince	1
ind	dahulu	=	00102736-r	GOOD	dahulu genuinely means first/before	2
ind	dalai	=	09988493-n	BAD	incomplete MWE, missing Lama	1
ind	dan	=	00117620-r	BAD	dan primarily means and, not then	2
ind	dan	~	00029367-r	GOOD	dan reasonably relates to furthermore	5
ind	dan/atau	=	02204692-v	BAD	tokenisation error, dan/atau not one lemma	1
ind	dan/atau	=	06473168-n	BAD	tokenisation error, dan/atau not one lemma	1
ind	dapat	=	00522751-v	BAD	wrong segmentation, terdapat not dapat	1
ind	dari	<	00043794-r	GOOD	dari correctly matches from	2
ind	dari	=	00043794-r	GOOD	dari correctly matches from	1
ind	dari	=	00071840-r	BAD	dari means from, not around	1
ind	dari	=	00193194-r	BAD	dari means from, not off	1
ind	dari awal	=	07290905-n	BAD	over-inclusion, awal alone is the noun	1
ind	dark	=	07603722-n	BAD	incomplete MWE, missing chocolate	1
ind	dasar	=	03463381-n	BAD	incomplete MWE, missing lantai	1
ind	data statistik	=	00102736-r	BAD	proper noun publication, unrelated to first	1
ind	data statistik	=	00484333-a	BAD	proper noun publication; non komersial is match	1
ind	data statistik	=	02269039-a	BAD	proper noun publication, unrelated to none	1
ind	data statistik	=	06391347-n	BAD	proper noun publication; salinan digital is match	1
ind	datang dari	=	02743214-v	GOOD	datang dari matches come/hail sense	1
ind	daun	=	01642843-a	BAD	incomplete MWE, missing naik	1
ind	daun	=	05750657-n	BAD	incomplete MWE, missing naik	1
ind	daya	=	04688246-n	BAD	incomplete MWE, missing tarik	1
ind	de	=	00607780-v	BAD	French particle unrelated to remember	1
ind	de	=	01779428-a	BAD	French particle; diri is the real match	1
ind	demam	=	05751173-n	GOOD	demam idiomatically matches craze/fad	1
ind	dengan	=	00417787-r	BAD	dengan means with, not by/past	1
ind	dengan	=	00782216-a	BAD	dengan unrelated to faint/vague	1
ind	dengan	~	03733547-n	GOOD	dengan reasonably expresses instrumental means	1
ind	dengan tenang	=	00155020-r	GOOD	dengan tenang reasonably matches comfortably	1
ind	dengan tenang	=	02477557-a	BAD	dengan tenang doesn't mean integrated/merged	1
ind	department	=	02064745-a	BAD	wrong word, berbeda not department	1
ind	department	=	03176763-n	BAD	incomplete MWE, missing store	2
ind	di	=	00950592-a	BAD	di too generic, tagged to specific inside sense	8
ind	di antara	=	06930804-n	BAD	di antara unrelated to Hakka dialect	1
ind	di antara	=	80001161-n	GOOD	custom synset matches di antara sense	1
ind	di bawah	=	00486157-r	GOOD	di bawah directly matches under	3
ind	di bawah	=	00950592-a	BAD	di bawah means under, not inside	2
ind	di kalangan	=	00110815-r	GOOD	di kalangan reasonably matches within group	2
ind	di kalangan	=	03024132-a	BAD	wrong word, Eurasia not di kalangan	1
ind	di rumah	=	08559508-n	BAD	likely proper noun, Rumah Bebe fragment	1
ind	di rumah	=	15142167-n	BAD	incomplete MWE missing sakit; wrong sense	1
ind	di tengah-tengah	~	08524262-n	GOOD	di tengah-tengah already listed, matches core	1
ind	diadakan	=	00029378-n	BAD	verb tagged to noun event synset	1
ind	diadakan	=	02445509-v	GOOD	diadakan matches conduct/carry on sense	1
ind	diadakan	=	06619065-n	BAD	verb tagged to noun show synset	1
ind	diadakan	~	01733477-v	GOOD	diadakan strongly matches hold/organize	3
ind	diakhiri	=	02735418-v	GOOD	diakhiri directly matches end/terminate	1
ind	diantar	=	00039916-n	BAD	diantar means deliver, opposite of fetch	1
ind	diantar	~	01951480-v	GOOD	antar=escort/send, fits deliver sense	1
ind	dibaringkan	=	01547001-v	GOOD	causative fits lie/recline sense	1
ind	dibawanya	=	08507558-n	BAD	verb dibawanya mistagged to origin/root noun	1
ind	dibawanya	=	10156831-n	BAD	verb tagged to Hakka ethnic noun, wrong	1
ind	dibawanya	~	02717102-v	GOOD	dibawanya=brought, fits carry/bring	1
ind	dickson	=	06794216-n	BAD	proper name Dickson tagged as address noun	1
ind	digelar	=	01733477-v	GOOD	digelar=held, fits hold/organize	1
ind	digelar	=	02445509-v	BAD	duplicate sense, digelar=held not conduct	1
ind	digital	=	06391347-n	BAD	digital alone != soft copy, compositional	1
ind	diilhami	=	01640550-v	BAD	diilhami=inspired, not design-create sense	1
ind	diilhami	=	01646682-v	GOOD	diilhami=was inspired, fits inspire	1
ind	dijajakan	=	02242464-v	GOOD	dijajakan=peddled/sold, fits sell	1
ind	dimensi	=	02108665-a	BAD	noun dimensi tagged to sensory adjective	1
ind	dimensi	=	02215977-a	BAD	noun dimensi tagged to multiple adjective	1
ind	dimensi	~	06618937-n	GOOD	4 dimensi context fits 3D concept	1
ind	dimiliki	=	00242006-r	BAD	dimiliki=owned, not beautifully adverb	1
ind	dimiliki	=	02204692-v	GOOD	dimiliki=owned/possessed, fits have/own	1
ind	dimiliki	=	02432530-v	BAD	dimiliki=owned, not organize sense	1
ind	dimodernisasikan	=	01876670-a	GOOD	matches modernized exactly	1
ind	dinasti	=	08158920-n	BAD	generic dinasti tagged to specific Tang dynasty	1
ind	dioseng-oseng	=	01541467-v	GOOD	stir-fry fits stir sense	1
ind	diri	=	00607780-v	BAD	diri=self, not recall/remember verb	1
ind	diri	=	00894552-n	BAD	diri=self, not practice/drill noun	1
ind	diri	=	02794670-a	GOOD	diri=self, matches self adjective sense	1
ind	disajikannya	=	01180351-v	GOOD	disajikannya=was served, fits serve	1
ind	disajikannya	=	02964782-a	BAD	disajikannya=served, not Chinese adjective	1
ind	diselenggarakan	=	01733477-v	GOOD	diselenggarakan=held/organized, fits	1
ind	disepanjang	=	04334599-n	BAD	disepanjang=along, not street noun	1
ind	ditampilkan	=	02140033-v	GOOD	ditampilkan=displayed, fits expose/exhibit	2
ind	ditebarkannya	=	01378556-v	GOOD	ditebarkannya=spread, fits distribute/spread	1
ind	dunia	=	00228294-a	BAD	dunia alone != world-class, compositional	6
ind	dunia	=	00585406-n	BAD	dunia alone != facility, compositional	1
ind	dunia	=	14428160-n	BAD	dunia alone != grade/tier, compositional	1
ind	durian”	=	00167278-a	BAD	durian nickname tagged to cute adjective	1
ind	durian”	=	07762913-n	GOOD	durian nickname fits durian fruit noun	1
ind	east	=	05750657-n	BAD	east fragment of Far East Plaza tagged fashion	1
ind	east	=	08225426-n	BAD	east fragment tagged to street noun	1
ind	ekamatra	=	02427103-v	BAD	proper name Ekamatra tagged to found verb	1
ind	ekstravaganza	=	02000968-a	GOOD	ekstravaganza used adjectivally, fits extravagant	1
ind	emporium	=	01028748-v	BAD	noun emporium tagged to name/call verb	1
ind	ensembel	=	07323922-n	BAD	Ensembel group name tagged to origin/beginning	1
ind	ensembel	=	08188235-n	GOOD	ensembel matches ensemble group sense	3
ind	eropa	=	02968325-a	GOOD	eropa=European, direct match	1
ind	eropa	=	05844105-n	BAD	eropa alone != style noun, compositional	1
ind	es	<	07611358-n	BAD	es=ice alone, not itself a frozen dessert	1
ind	es	=	00523513-n	BAD	es=ice, not sport/athletics	1
ind	es	=	09385137-n	BAD	es=ice, not shaving/sliver sense	1
ind	es	=	14915184-n	GOOD	es=ice, direct match	3
ind	esplanade	=	01721169-v	BAD	venue name Esplanade tagged to appear verb	1
ind	esplanade	=	01733477-v	BAD	venue name Esplanade tagged to hold verb	1
ind	executive	=	01653873-v	BAD	title word Executive tagged to make verb	1
ind	expo	=	05985602-n	BAD	event name Expo tagged to folklore noun	1
ind	expo	=	09350045-n	BAD	Expo tagged to Mediterranean Sea, unrelated	1
ind	express	=	04211970-n	GOOD	Express bus service fits shuttle instance	1
ind	ez-link	=	06303888-n	BAD	card name ez-link tagged to term noun	1
ind	ez-link	=	06518719-n	GOOD	ez-link card functions as ticket	1
ind	ez-link	=	07955057-n	BAD	ez-link tagged to content, wrong word	1
ind	fang	=	01835496-v	BAD	shop name fragment Fang tagged to move verb	1
ind	far	=	05750657-n	BAD	far fragment of Far East Plaza tagged fashion	1
ind	far	=	08225426-n	BAD	far fragment tagged to street noun	1
ind	fasilitas	=	00585406-n	GOOD	fasilitas=facility, direct match	1
ind	festival	=	01028748-v	BAD	noun festival tagged to name/call verb	1
ind	festival	=	01733477-v	BAD	noun festival tagged to hold verb, wrong POS	1
